index,name,formula,mz,rt
1,glucose M0,C6H12O6,179.056,7.51
2,glucose M1,C6H12O6,180.059355,7.51
3,glucose M2,C6H12O6,181.06271,7.51
4,glucose M3,C6H12O6,182.066065,7.51
5,glucose M4,C6H12O6,183.06942,7.51
6,glucose M5,C6H12O6,184.072775,7.51
7,glucose M6,C6H12O6,185.07613,7.51
8,malate M0,C4H6O5,133.014,9.05
9,malate M1,C4H6O5,134.017355,9.05
10,malate M2,C4H6O5,135.02071,9.05
11,malate M3,C4H6O5,136.024065,9.05
12,malate M4,C4H6O5,137.02742,9.05
13,succinate M0,C4H6O4,117.019,8.5
14,succinate M1,C4H6O4,118.022355,8.5
15,succinate M2,C4H6O4,119.02571,8.5
16,succinate M3,C4H6O4,120.029065,8.5
17,succinate M4,C4H6O4,121.03242,8.5
18,aspartate M0,C4H7NO4,132.03,8.09
19,aspartate M1,C4H7NO4,133.033355,8.09
20,aspartate M2,C4H7NO4,134.03671,8.09
21,aspartate M3,C4H7NO4,135.040065,8.09
22,aspartate M4,C4H7NO4,136.04342,8.09
23,glutamine M0,C5H10N2O3,145.062,7.29
24,glutamine M1,C5H10N2O3,146.065355,7.29
25,glutamine M2,C5H10N2O3,147.06871,7.29
26,glutamine M3,C5H10N2O3,148.072065,7.29
27,glutamine M4,C5H10N2O3,149.07542,7.29
28,glutamine M5,C5H10N2O3,150.078775,7.29
29,histidine M0,C6H9N3O2,154.062,6.86
30,histidine M1,C6H9N3O2,155.065355,6.86
31,histidine M2,C6H9N3O2,156.06871,6.86
32,histidine M3,C6H9N3O2,157.072065,6.86
33,histidine M4,C6H9N3O2,158.07542,6.86
34,histidine M5,C6H9N3O2,159.078775,6.86
35,histidine M6,C6H9N3O2,160.08213,6.86
36,cysteine M0,C3H7NO2S,120.012,8.84
37,cysteine M1,C3H7NO2S,121.015355,8.84
38,cysteine M2,C3H7NO2S,122.01871,8.84
39,cysteine M3,C3H7NO2S,123.022065,8.84
40,glutamate M0,C5H9NO4,146.046,7.86
41,glutamate M1,C5H9NO4,147.049355,7.86
42,glutamate M2,C5H9NO4,148.05271,7.86
43,glutamate M3,C5H9NO4,149.056065,7.86
44,glutamate M4,C5H9NO4,150.05942,7.86
45,glutamate M5,C5H9NO4,151.062775,7.86
46,tyrosine M0,C9H11NO3,180.067,5.86
47,tyrosine M1,C9H11NO3,181.070355,5.86
48,tyrosine M2,C9H11NO3,182.07371,5.86
49,tyrosine M3,C9H11NO3,183.077065,5.86
50,tyrosine M4,C9H11NO3,184.08042,5.86
51,tyrosine M5,C9H11NO3,185.083775,5.86
52,tyrosine M6,C9H11NO3,186.08713,5.86
53,tyrosine M7,C9H11NO3,187.090485,5.86
54,tyrosine M8,C9H11NO3,188.09384,5.86
55,tyrosine M9,C9H11NO3,189.097195,5.86
56,tryptophan M0,C11H12N2O2,203.083,5.04
57,tryptophan M1,C11H12N2O2,204.086355,5.04
58,tryptophan M2,C11H12N2O2,205.08971,5.04
59,tryptophan M3,C11H12N2O2,206.093065,5.04
60,tryptophan M4,C11H12N2O2,207.09642,5.04
61,tryptophan M5,C11H12N2O2,208.099775,5.04
62,tryptophan M6,C11H12N2O2,209.10313,5.04
63,tryptophan M7,C11H12N2O2,210.106485,5.04
64,tryptophan M8,C11H12N2O2,211.10984,5.04
65,tryptophan M9,C11H12N2O2,212.113195,5.04
66,tryptophan M10,C11H12N2O2,213.11655,5.04
67,tryptophan M11,C11H12N2O2,214.119905,5.04
68,sedoheptulose-7-phosphate M0,C7H15O10P,289.033,9.36
69,sedoheptulose-7-phosphate M1,C7H15O10P,290.036355,9.36
70,sedoheptulose-7-phosphate M2,C7H15O10P,291.03971,9.36
71,sedoheptulose-7-phosphate M3,C7H15O10P,292.043065,9.36
72,sedoheptulose-7-phosphate M4,C7H15O10P,293.04642,9.36
73,sedoheptulose-7-phosphate M5,C7H15O10P,294.049775,9.36
74,sedoheptulose-7-phosphate M6,C7H15O10P,295.05313,9.36
75,sedoheptulose-7-phosphate M7,C7H15O10P,296.056485,9.36
76,ATP M0,C10H16N5O13P3,505.988,9.73
77,ATP M1,C10H16N5O13P3,506.991355,9.73
78,ATP M2,C10H16N5O13P3,507.99471,9.73
79,ATP M3,C10H16N5O13P3,508.998065,9.73
80,ATP M4,C10H16N5O13P3,510.00142,9.73
81,ATP M5,C10H16N5O13P3,511.004775,9.73
82,ATP M6,C10H16N5O13P3,512.00813,9.73
83,ATP M7,C10H16N5O13P3,513.0114850000001,9.73
84,ATP M8,C10H16N5O13P3,514.0148400000002,9.73
85,ATP M9,C10H16N5O13P3,515.0181950000002,9.73
86,ATP M10,C10H16N5O13P3,516.0215500000003,9.73
87,ADP M0,C10H15N5O10P2,426.022,8.8
88,ADP M1,C10H15N5O10P2,427.025355,8.8
89,ADP M2,C10H15N5O10P2,428.02871,8.8
90,ADP M3,C10H15N5O10P2,429.032065,8.8
91,ADP M4,C10H15N5O10P2,430.03542,8.8
92,ADP M5,C10H15N5O10P2,431.038775,8.8
93,ADP M6,C10H15N5O10P2,432.04213,8.8
94,ADP M7,C10H15N5O10P2,433.045485,8.8
95,ADP M8,C10H15N5O10P2,434.04884,8.8
96,ADP M9,C10H15N5O10P2,435.052195,8.8
97,ADP M10,C10H15N5O10P2,436.05555,8.8
98,AMP M0,C10H14N5O7P,346.056,7.71
99,AMP M1,C10H14N5O7P,347.059355,7.71
100,AMP M2,C10H14N5O7P,348.06271,7.71
101,AMP M3,C10H14N5O7P,349.066065,7.71
102,AMP M4,C10H14N5O7P,350.06942,7.71
103,AMP M5,C10H14N5O7P,351.072775,7.71
104,AMP M6,C10H14N5O7P,352.07613,7.71
105,AMP M7,C10H14N5O7P,353.079485,7.71
106,AMP M8,C10H14N5O7P,354.08284,7.71
107,AMP M9,C10H14N5O7P,355.086195,7.71
108,AMP M10,C10H14N5O7P,356.08955,7.71
109,GTP M0,C10H16N5O14P3,521.983,11.72
110,GTP M1,C10H16N5O14P3,522.986355,11.72
111,GTP M2,C10H16N5O14P3,523.9897100000001,11.72
112,GTP M3,C10H16N5O14P3,524.9930650000001,11.72
113,GTP M4,C10H16N5O14P3,525.9964200000002,11.72
114,GTP M5,C10H16N5O14P3,526.9997750000002,11.72
115,GTP M6,C10H16N5O14P3,528.0031300000003,11.72
116,GTP M7,C10H16N5O14P3,529.0064850000003,11.72
117,GTP M8,C10H16N5O14P3,530.0098400000004,11.72
118,GTP M9,C10H16N5O14P3,531.0131950000005,11.72
119,GTP M10,C10H16N5O14P3,532.0165500000005,11.72
120,GMP M0,C10H14N5O8P,362.051,9.81
121,GMP M1,C10H14N5O8P,363.054355,9.81
122,GMP M2,C10H14N5O8P,364.05771,9.81
123,GMP M3,C10H14N5O8P,365.061065,9.81
124,GMP M4,C10H14N5O8P,366.06442,9.81
125,GMP M5,C10H14N5O8P,367.067775,9.81
126,GMP M6,C10H14N5O8P,368.07113,9.81
127,GMP M7,C10H14N5O8P,369.074485,9.81
128,GMP M8,C10H14N5O8P,370.07784,9.81
129,GMP M9,C10H14N5O8P,371.081195,9.81
130,GMP M10,C10H14N5O8P,372.08455,9.81
131,UTP M0,C9H15N2O15P3,482.961,10.73
132,UTP M1,C9H15N2O15P3,483.964355,10.73
133,UTP M2,C9H15N2O15P3,484.96771,10.73
134,UTP M3,C9H15N2O15P3,485.971065,10.73
135,UTP M4,C9H15N2O15P3,486.97442,10.73
136,UTP M5,C9H15N2O15P3,487.977775,10.73
137,UTP M6,C9H15N2O15P3,488.98113,10.73
138,UTP M7,C9H15N2O15P3,489.984485,10.73
139,UTP M8,C9H15N2O15P3,490.98784,10.73
140,UTP M9,C9H15N2O15P3,491.991195,10.73
141,UDP M0,C9H14N2O12P2,402.995,9.92
142,UDP M1,C9H14N2O12P2,403.998355,9.92
143,UDP M2,C9H14N2O12P2,405.00171,9.92
144,UDP M3,C9H14N2O12P2,406.005065,9.92
145,UDP M4,C9H14N2O12P2,407.00842,9.92
146,UDP M5,C9H14N2O12P2,408.011775,9.92
147,UDP M6,C9H14N2O12P2,409.01513,9.92
148,UDP M7,C9H14N2O12P2,410.018485,9.92
149,UDP M8,C9H14N2O12P2,411.02184,9.92
150,UDP M9,C9H14N2O12P2,412.025195,9.92
151,UMP M0,C9H13N2O9P,323.029,8.69
152,UMP M1,C9H13N2O9P,324.032355,8.69
153,UMP M2,C9H13N2O9P,325.03571,8.69
154,UMP M3,C9H13N2O9P,326.039065,8.69
155,UMP M4,C9H13N2O9P,327.04242,8.69
156,UMP M5,C9H13N2O9P,328.045775,8.69
157,UMP M6,C9H13N2O9P,329.04913,8.69
158,UMP M7,C9H13N2O9P,330.052485,8.69
159,UMP M8,C9H13N2O9P,331.05584,8.69
160,UMP M9,C9H13N2O9P,332.059195,8.69
161,CTP M0,C9H16N3O14P3,481.977,11.11
162,CTP M1,C9H16N3O14P3,482.980355,11.11
163,CTP M2,C9H16N3O14P3,483.98371,11.11
164,CTP M3,C9H16N3O14P3,484.987065,11.11
165,CTP M4,C9H16N3O14P3,485.99042,11.11
166,CTP M5,C9H16N3O14P3,486.99377499999997,11.11
167,CTP M6,C9H16N3O14P3,487.99712999999997,11.11
168,CTP M7,C9H16N3O14P3,489.00048499999997,11.11
169,CTP M8,C9H16N3O14P3,490.00383999999997,11.11
170,CTP M9,C9H16N3O14P3,491.00719499999997,11.11
171,CDP M0,C9H15N3O11P2,402.011,11.11
172,CDP M1,C9H15N3O11P2,403.014355,11.11
173,CDP M2,C9H15N3O11P2,404.01771,11.11
174,CDP M3,C9H15N3O11P2,405.021065,11.11
175,CDP M4,C9H15N3O11P2,406.02442,11.11
176,CDP M5,C9H15N3O11P2,407.027775,11.11
177,CDP M6,C9H15N3O11P2,408.03113,11.11
178,CDP M7,C9H15N3O11P2,409.034485,11.11
179,CDP M8,C9H15N3O11P2,410.03784,11.11
180,CDP M9,C9H15N3O11P2,411.041195,11.11
181,glycerol-3-phosphate M0,C3H9O6P,171.006,8.33
182,glycerol-3-phosphate M1,C3H9O6P,172.009355,8.33
183,glycerol-3-phosphate M2,C3H9O6P,173.01271,8.33
184,glycerol-3-phosphate M3,C3H9O6P,174.016065,8.33
185,alpha-ketoglutarate M0,C5H6O5,145.014,8.71
186,alpha-ketoglutarate M1,C5H6O5,146.017355,8.71
187,alpha-ketoglutarate M2,C5H6O5,147.02071,8.71
188,alpha-ketoglutarate M3,C5H6O5,148.024065,8.71
189,alpha-ketoglutarate M4,C5H6O5,149.02742,8.71
190,alpha-ketoglutarate M5,C5H6O5,150.030775,8.71
191,hypotaurine M0,C2H7NO2S,108.012,7.22
192,hypotaurine M1,C2H7NO2S,109.015355,7.22
193,hypotaurine M2,C2H7NO2S,110.01871,7.22
194,cis-aconitate M0,C6H6O6,173.009,10.51
195,cis-aconitate M1,C6H6O6,174.01235499999999,10.51
196,cis-aconitate M2,C6H6O6,175.01570999999998,10.51
197,cis-aconitate M3,C6H6O6,176.01906499999998,10.51
198,cis-aconitate M4,C6H6O6,177.02241999999998,10.51
199,cis-aconitate M5,C6H6O6,178.02577499999998,10.51
200,cis-aconitate M6,C6H6O6,179.02912999999998,10.51
201,taurine M0,C2H7NO3S,124.007,7.08
202,taurine M1,C2H7NO3S,125.010355,7.08
203,taurine M2,C2H7NO3S,126.01371,7.08
204,phosphoglycerate M0,C3H7O7P,184.986,9.95
205,phosphoglycerate M1,C3H7O7P,185.989355,9.95
206,phosphoglycerate M2,C3H7O7P,186.99271,9.95
207,phosphoglycerate M3,C3H7O7P,187.996065,9.95
208,phosphoenolpyruvate M0,C3H5O6P,166.975,10.26
209,phosphoenolpyruvate M1,C3H5O6P,167.978355,10.26
210,phosphoenolpyruvate M2,C3H5O6P,168.98171,10.26
211,phosphoenolpyruvate M3,C3H5O6P,169.985065,10.26
212,sorbitol M0,C6H14O6,181.072,6.88
213,sorbitol M1,C6H14O6,182.075355,6.88
214,sorbitol M2,C6H14O6,183.07871,6.88
215,sorbitol M3,C6H14O6,184.082065,6.88
216,sorbitol M4,C6H14O6,185.08542,6.88
217,sorbitol M5,C6H14O6,186.088775,6.88
218,sorbitol M6,C6H14O6,187.09213,6.88
219,argininosuccinate M0,C10H18N4O6,289.115,9.46
220,argininosuccinate M1,C10H18N4O6,290.118355,9.46
221,argininosuccinate M2,C10H18N4O6,291.12171,9.46
222,argininosuccinate M3,C10H18N4O6,292.125065,9.46
223,argininosuccinate M4,C10H18N4O6,293.12842,9.46
224,argininosuccinate M5,C10H18N4O6,294.131775,9.46
225,argininosuccinate M6,C10H18N4O6,295.13513,9.46
226,argininosuccinate M7,C10H18N4O6,296.138485,9.46
227,argininosuccinate M8,C10H18N4O6,297.14184,9.46
228,argininosuccinate M9,C10H18N4O6,298.145195,9.46
229,argininosuccinate M10,C10H18N4O6,299.14855,9.46
230,oleic acid M0,C18H34O2,281.249,1.64
231,oleic acid M1,C18H34O2,282.252355,1.64
232,oleic acid M2,C18H34O2,283.25571,1.64
233,oleic acid M3,C18H34O2,284.259065,1.64
234,oleic acid M4,C18H34O2,285.26242,1.64
235,oleic acid M5,C18H34O2,286.265775,1.64
236,oleic acid M6,C18H34O2,287.26913,1.64
237,oleic acid M7,C18H34O2,288.272485,1.64
238,oleic acid M8,C18H34O2,289.27584,1.64
239,oleic acid M9,C18H34O2,290.279195,1.64
240,oleic acid M10,C18H34O2,291.28255,1.64
241,oleic acid M11,C18H34O2,292.285905,1.64
242,oleic acid M12,C18H34O2,293.28926,1.64
243,oleic acid M13,C18H34O2,294.292615,1.64
244,oleic acid M14,C18H34O2,295.29597,1.64
245,oleic acid M15,C18H34O2,296.299325,1.64
246,oleic acid M16,C18H34O2,297.30268,1.64
247,oleic acid M17,C18H34O2,298.306035,1.64
248,oleic acid M18,C18H34O2,299.30939,1.64
249,palmitic acid M0,C16H32O2,255.233,1.65
250,palmitic acid M1,C16H32O2,256.236355,1.65
251,palmitic acid M2,C16H32O2,257.23971,1.65
252,palmitic acid M3,C16H32O2,258.243065,1.65
253,palmitic acid M4,C16H32O2,259.24642,1.65
254,palmitic acid M5,C16H32O2,260.249775,1.65
255,palmitic acid M6,C16H32O2,261.25313,1.65
256,palmitic acid M7,C16H32O2,262.256485,1.65
257,palmitic acid M8,C16H32O2,263.25984,1.65
258,palmitic acid M9,C16H32O2,264.263195,1.65
259,palmitic acid M10,C16H32O2,265.26655,1.65
260,palmitic acid M11,C16H32O2,266.269905,1.65
261,palmitic acid M12,C16H32O2,267.27326,1.65
262,palmitic acid M13,C16H32O2,268.276615,1.65
263,palmitic acid M14,C16H32O2,269.27997,1.65
264,palmitic acid M15,C16H32O2,270.283325,1.65
265,palmitic acid M16,C16H32O2,271.28668,1.65
266,stearic acid M0,C18H36O2,283.264,1.64
267,stearic acid M1,C18H36O2,284.267355,1.64
268,stearic acid M2,C18H36O2,285.27071,1.64
269,stearic acid M3,C18H36O2,286.274065,1.64
270,stearic acid M4,C18H36O2,287.27742,1.64
271,stearic acid M5,C18H36O2,288.280775,1.64
272,stearic acid M6,C18H36O2,289.28413,1.64
273,stearic acid M7,C18H36O2,290.287485,1.64
274,stearic acid M8,C18H36O2,291.29084,1.64
275,stearic acid M9,C18H36O2,292.294195,1.64
276,stearic acid M10,C18H36O2,293.29755,1.64
277,stearic acid M11,C18H36O2,294.300905,1.64
278,stearic acid M12,C18H36O2,295.30426,1.64
279,stearic acid M13,C18H36O2,296.307615,1.64
280,stearic acid M14,C18H36O2,297.31097,1.64
281,stearic acid M15,C18H36O2,298.314325,1.64
282,stearic acid M16,C18H36O2,299.31768,1.64
283,stearic acid M17,C18H36O2,300.321035,1.64
284,stearic acid M18,C18H36O2,301.32439,1.64
285,fumarate M0,C4H4O4,115.004,9.07
286,fumarate M1,C4H4O4,116.007355,9.07
287,fumarate M2,C4H4O4,117.01071,9.07
288,fumarate M3,C4H4O4,118.014065,9.07
289,fumarate M4,C4H4O4,119.01742,9.07
290,trifluoromethanesulfonate M0,CHF3O3S,148.953,1.89
291,trifluoromethanesulfonate M1,CHF3O3S,149.956355,1.89
292,pyruvate M0,C3H4O3,87.009,3.47
293,pyruvate M1,C3H4O3,88.012355,3.47
294,pyruvate M2,C3H4O3,89.01571,3.47
295,pyruvate M3,C3H4O3,90.019065,3.47
296,lactate M0,C3H6O3,89.024,4.68
297,lactate M1,C3H6O3,90.027355,4.68
298,lactate M2,C3H6O3,91.03071,4.68
299,lactate M3,C3H6O3,92.034065,4.68
300,guanosine M0,C10H13N5O5,282.084,5.7
301,guanosine M1,C10H13N5O5,283.087355,5.7
302,guanosine M2,C10H13N5O5,284.09071,5.7
303,guanosine M3,C10H13N5O5,285.094065,5.7
304,guanosine M4,C10H13N5O5,286.09742,5.7
305,guanosine M5,C10H13N5O5,287.100775,5.7
306,guanosine M6,C10H13N5O5,288.10413,5.7
307,guanosine M7,C10H13N5O5,289.107485,5.7
308,guanosine M8,C10H13N5O5,290.11084,5.7
309,guanosine M9,C10H13N5O5,291.114195,5.7
310,guanosine M10,C10H13N5O5,292.11755,5.7
311,cytidine M0,C9H13N3O5,242.078,5.92
312,cytidine M1,C9H13N3O5,243.081355,5.92
313,cytidine M2,C9H13N3O5,244.08471,5.92
314,cytidine M3,C9H13N3O5,245.088065,5.92
315,cytidine M4,C9H13N3O5,246.09142,5.92
316,cytidine M5,C9H13N3O5,247.094775,5.92
317,cytidine M6,C9H13N3O5,248.09813,5.92
318,cytidine M7,C9H13N3O5,249.101485,5.92
319,cytidine M8,C9H13N3O5,250.10484,5.92
320,cytidine M9,C9H13N3O5,251.108195,5.92
321,S-adenosyl-homocysteine M0,C14H20N6O5S,383.114,6.32
322,S-adenosyl-homocysteine M1,C14H20N6O5S,384.117355,6.32
323,S-adenosyl-homocysteine M2,C14H20N6O5S,385.12071,6.32
324,S-adenosyl-homocysteine M3,C14H20N6O5S,386.124065,6.32
325,S-adenosyl-homocysteine M4,C14H20N6O5S,387.12742,6.32
326,S-adenosyl-homocysteine M5,C14H20N6O5S,388.13077499999997,6.32
327,S-adenosyl-homocysteine M6,C14H20N6O5S,389.13412999999997,6.32
328,S-adenosyl-homocysteine M7,C14H20N6O5S,390.13748499999997,6.32
329,S-adenosyl-homocysteine M8,C14H20N6O5S,391.14083999999997,6.32
330,S-adenosyl-homocysteine M9,C14H20N6O5S,392.14419499999997,6.32
331,S-adenosyl-homocysteine M10,C14H20N6O5S,393.14754999999997,6.32
332,S-adenosyl-homocysteine M11,C14H20N6O5S,394.15090499999997,6.32
333,S-adenosyl-homocysteine M12,C14H20N6O5S,395.15425999999997,6.32
334,S-adenosyl-homocysteine M13,C14H20N6O5S,396.15761499999996,6.32
335,S-adenosyl-homocysteine M14,C14H20N6O5S,397.16096999999996,6.32
336,IMP M0,C10H13N4O8P,347.04,8.81
337,IMP M1,C10H13N4O8P,348.043355,8.81
338,IMP M2,C10H13N4O8P,349.04671,8.81
339,IMP M3,C10H13N4O8P,350.050065,8.81
340,IMP M4,C10H13N4O8P,351.05342,8.81
341,IMP M5,C10H13N4O8P,352.056775,8.81
342,IMP M6,C10H13N4O8P,353.06013,8.81
343,IMP M7,C10H13N4O8P,354.063485,8.81
344,IMP M8,C10H13N4O8P,355.06684,8.81
345,IMP M9,C10H13N4O8P,356.070195,8.81
346,IMP M10,C10H13N4O8P,357.07355,8.81
347,6-phosphogluconic acid M0,C6H13O10P,275.017,10.54
348,6-phosphogluconic acid M1,C6H13O10P,276.020355,10.54
349,6-phosphogluconic acid M2,C6H13O10P,277.02371,10.54
350,6-phosphogluconic acid M3,C6H13O10P,278.027065,10.54
351,6-phosphogluconic acid M4,C6H13O10P,279.03042,10.54
352,6-phosphogluconic acid M5,C6H13O10P,280.033775,10.54
353,6-phosphogluconic acid M6,C6H13O10P,281.03713,10.54
354,erythrose-4-phosphate M0,C4H9O7P,199.001,10.19
355,erythrose-4-phosphate M1,C4H9O7P,200.004355,10.19
356,erythrose-4-phosphate M2,C4H9O7P,201.00771,10.19
357,erythrose-4-phosphate M3,C4H9O7P,202.011065,10.19
358,erythrose-4-phosphate M4,C4H9O7P,203.01442,10.19
359,fructose-1;6-bisphosphate M0,C6H14O12P2,338.989,10.97
360,fructose-1;6-bisphosphate M1,C6H14O12P2,339.992355,10.97
361,fructose-1;6-bisphosphate M2,C6H14O12P2,340.99571,10.97
362,fructose-1;6-bisphosphate M3,C6H14O12P2,341.999065,10.97
363,fructose-1;6-bisphosphate M4,C6H14O12P2,343.00242,10.97
364,fructose-1;6-bisphosphate M5,C6H14O12P2,344.00577499999997,10.97
365,fructose-1;6-bisphosphate M6,C6H14O12P2,345.00912999999997,10.97
366,CDP-ethanolamine M0,C11H20N4O11P2,445.053,9.16
367,CDP-ethanolamine M1,C11H20N4O11P2,446.056355,9.16
368,CDP-ethanolamine M2,C11H20N4O11P2,447.05971,9.16
369,CDP-ethanolamine M3,C11H20N4O11P2,448.063065,9.16
370,CDP-ethanolamine M4,C11H20N4O11P2,449.06642,9.16
371,CDP-ethanolamine M5,C11H20N4O11P2,450.069775,9.16
372,CDP-ethanolamine M6,C11H20N4O11P2,451.07313,9.16
373,CDP-ethanolamine M7,C11H20N4O11P2,452.076485,9.16
374,CDP-ethanolamine M8,C11H20N4O11P2,453.07984,9.16
375,CDP-ethanolamine M9,C11H20N4O11P2,454.083195,9.16
376,CDP-ethanolamine M10,C11H20N4O11P2,455.08655,9.16
377,CDP-ethanolamine M11,C11H20N4O11P2,456.089905,9.16
378,UDP-N-acetylglucosamine M0,C17H27N3O17P2,606.074,8.57
379,UDP-N-acetylglucosamine M1,C17H27N3O17P2,607.077355,8.57
380,UDP-N-acetylglucosamine M2,C17H27N3O17P2,608.0807100000001,8.57
381,UDP-N-acetylglucosamine M3,C17H27N3O17P2,609.0840650000001,8.57
382,UDP-N-acetylglucosamine M4,C17H27N3O17P2,610.0874200000002,8.57
383,UDP-N-acetylglucosamine M5,C17H27N3O17P2,611.0907750000002,8.57
